"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"1772","ENSG00000091409",2615.20252718009,-1.3448815711299,0.0509516581236694,-26.3952464091672,1.55363482856845e-153,1.48684870801571e-151,"ITGA6","3655","integrin subunit alpha 6"
"1789","ENSG00000091844",494.500786591075,2.80821461979186,0.106412973431437,26.3897768217257,1.79527827122757e-153,1.70702007492593e-151,"RGS17","26575","regulator of G protein signaling 17"
"10947","ENSG00000169439",2385.18491369971,1.32446365486612,0.0502228270275114,26.3717463403761,2.89070201975225e-153,2.73097220301979e-151,"SDC2","6383","syndecan 2"
"2163","ENSG00000100647",1393.45153066727,1.71995059227826,0.0652353704809641,26.365307341669,3.42646730929704e-153,3.21651434423056e-151,"SUSD6","9766","sushi domain containing 6"
"6920","ENSG00000139318",1424.14713666972,1.67884326172024,0.0638947453537294,26.2751381576991,3.69002687399448e-152,3.44200101702093e-150,"DUSP6","1848","dual specificity phosphatase 6"
"1055","ENSG00000071127",10996.1867655617,-1.00330193008526,0.0382024978411019,-26.2627311506791,5.11421309906997e-152,4.74045739962851e-150,"WDR1","9948","WD repeat domain 1"
"523","ENSG00000042062",529.580434708431,3.50771136339453,0.134086229283588,26.1601163828377,7.56113412253304e-151,6.96474966861824e-149,"RIPOR3","140876","RIPOR family member 3"
"1509","ENSG00000085117",3114.20548141785,1.42947650463428,0.0547746238047405,26.0974225898849,3.8998582473556e-150,3.56994477326254e-148,"CD82","3732","CD82 molecule"
"2273","ENSG00000101290",1758.73428502496,1.54280726947102,0.0591378479276276,26.0883228513674,4.94672752444902e-150,4.50030063304504e-148,"CDS2","8760","CDP-diacylglycerol synthase 2"
"3299","ENSG00000109189",2091.9060865614,1.46011820343235,0.0559766931398638,26.0843955141132,5.48121227271545e-150,4.95595745247118e-148,"USP46","64854","ubiquitin specific peptidase 46"
"4226","ENSG00000117143",1623.79807423536,-1.69881909645385,0.0653660673344004,-25.9893116678262,6.54084648581738e-149,5.87798753097418e-147,"UAP1","6675","UDP-N-acetylglucosamine pyrophosphorylase 1"
"3306","ENSG00000109321",3907.19054249844,7.47916568575077,0.288067503948618,25.9632398074474,1.28882642605848e-148,1.15119538589393e-146,"AREG","374","amphiregulin"
"3823","ENSG00000113810",918.429735878976,-1.98566035842832,0.0766078877398298,-25.9197899460676,3.98507948376614e-148,3.53807839950274e-146,"SMC4","10051","structural maintenance of chromosomes 4"
"7705","ENSG00000145386",450.26224000273,-3.10889812507266,0.120040919908213,-25.8986529547575,6.89649728867811e-148,6.08626209823581e-146,"CCNA2","890","cyclin A2"
"8322","ENSG00000151617",710.546799779895,2.15452232893399,0.0832907838824378,25.867475709858,1.54742484470445e-147,1.35749686674132e-145,"EDNRA","1909","endothelin receptor type A"
"3377","ENSG00000110047",3014.55720899113,-1.20897759514726,0.0467677329196833,-25.8506778000871,2.3907766294364e-147,2.08492698015584e-145,"EHD1","10938","EH domain containing 1"
"8253","ENSG00000151012",4009.60870282584,1.45380413992701,0.0563313182849248,25.8080972395079,7.19288029826638e-147,6.23580410799117e-145,"SLC7A11","23657","solute carrier family 7 member 11"
"13824","ENSG00000196230",17874.1195224617,-1.0586818302789,0.0411586154534262,-25.7219981434232,6.63385195899186e-146,5.71752691062117e-144,"TUBB","203068","tubulin beta class I"
"2031","ENSG00000100219",1292.73730450521,-1.7535182409934,0.0683097887133917,-25.6700873186808,2.52317345666673e-145,2.1620075816485e-143,"XBP1","7494","X-box binding protein 1"
"5564","ENSG00000130340",2836.38350867057,1.32523688102386,0.0516721528192994,25.6470227911404,4.56407588652631e-145,3.88817054425577e-143,"SNX9","51429","sorting nexin 9"
"12765","ENSG00000182718",28278.3402998713,-0.98825121538231,0.0385656401946705,-25.6251733510411,7.99806922831944e-145,6.77445656821677e-143,"ANXA2","302","annexin A2"
"9038","ENSG00000158710",4951.47819637122,-1.05787565285402,0.0413543185472115,-25.5807782601063,2.49675089281505e-144,2.10269226618904e-142,"TAGLN2","8407","transgelin 2"
"9957","ENSG00000164465",2941.35331768419,1.62321277603991,0.0634674454083277,25.5755177413667,2.85693568386473e-144,2.39235898345445e-142,"DCBLD1","285761","discoidin, CUB and LCCL domain containing 1"
"11257","ENSG00000171241",406.777106119105,-3.16899768726314,0.124227297553714,-25.5096725894156,1.53970462146348e-143,1.28204331701293e-141,"SHCBP1","79801","SHC binding and spindle associated 1"
"1765","ENSG00000091136",13741.7986166577,1.03363762592484,0.0405808196140993,25.4710879611143,4.12322866149996e-143,3.41394067489811e-141,"LAMB1","3912","laminin subunit beta 1"
"12241","ENSG00000178105",1002.41705891287,1.80811839027133,0.071016591348668,25.4605065652062,5.40062364909487e-143,4.44661404136091e-141,"DDX10","1662","DEAD-box helicase 10"
"4089","ENSG00000116017",1240.61918348325,1.61349394133614,0.0634210243025252,25.4409946714136,8.88061742476595e-143,7.27125220034448e-141,"ARID3A","1820","AT-rich interaction domain 3A"
"4772","ENSG00000122729",2756.95550510449,-1.26418730730551,0.0499551214530809,-25.3064604895989,2.71182096390582e-141,2.20811145668751e-139,"ACO1","48","aconitase 1"
"5317","ENSG00000127955",1237.15518256482,1.61939777137647,0.0642144753399915,25.2185782536161,2.50585474863496e-140,2.02919160908692e-138,"GNAI1","2770","G protein subunit alpha i1"
"10424","ENSG00000166833",556.856531079937,-2.37829288221885,0.0943256734040092,-25.2136326875962,2.8392312329291e-140,2.28658961261798e-138,"NAV2","89797","neuron navigator 2"
"614","ENSG00000050405",2131.92988407929,-1.5595041545844,0.062049108488184,-25.1333853552687,2.14734664978472e-139,1.71997798502865e-137,"LIMA1","51474","LIM domain and actin binding 1"
"5422","ENSG00000128965",2124.44876634206,1.40556424648423,0.0559821200993368,25.1073779269192,4.13125628337808e-139,3.29115973537439e-137,"CHAC1","79094","ChaC glutathione specific gamma-glutamylcyclotransferase 1"
"4406","ENSG00000119139",934.406871097792,-1.97322411635243,0.0786211036151994,-25.0978938938597,5.24372642260587e-139,4.15494838797663e-137,"TJP2","9414","tight junction protein 2"
"6853","ENSG00000138764",921.332962951573,1.91563311381307,0.0764403453832984,25.0604978850818,1.34150959641208e-138,1.05728173432734e-136,"CCNG2","901","cyclin G2"
"11006","ENSG00000169826",1948.50883733891,1.75776345280772,0.070204511768018,25.0377562430179,2.37348380728078e-138,1.86065980594171e-136,"CSGALNACT2","55454","chondroitin sulfate N-acetylgalactosaminyltransferase 2"
"371","ENSG00000022840",1812.56672576679,-1.39013017854898,0.0556427615880902,-24.9831269849575,9.32629692319987e-138,7.27253778064126e-136,"RNF10","9921","ring finger protein 10"
"1187","ENSG00000075213",5605.07446406258,1.13270774580574,0.0455250137237913,24.8809973496786,1.19488926265327e-136,9.2685673436757e-135,"SEMA3A","10371","semaphorin 3A"
"12986","ENSG00000184117",601.648439964638,-2.19696953727633,0.0885452911283457,-24.8118167468877,6.68401138800336e-136,5.15753716420909e-134,"NIPSNAP1","8508","nipsnap homolog 1"
"3631","ENSG00000112186",594.764952135933,-2.53736074346003,0.102393456215421,-24.7804970868624,1.45499059386513e-135,1.11685684231169e-133,"CAP2","10486","cyclase associated actin cytoskeleton regulatory protein 2"
"3640","ENSG00000112245",6125.61860488633,1.14057903778713,0.0461089576742363,24.7366042374113,4.32101302605781e-135,3.29964196777409e-133,"PTP4A1","7803","protein tyrosine phosphatase 4A1"
"14127","ENSG00000197594",381.182790486167,-3.06334361005129,0.123854621125929,-24.7333816227708,4.68015432625436e-135,3.55546981754313e-133,"ENPP1","5167","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"11425","ENSG00000172216",1647.22428540748,1.97002714131592,0.0797054373326917,24.716345675302,7.13654915790695e-135,5.39376725585808e-133,"CEBPB","1051","CCAAT enhancer binding protein beta"
"3720","ENSG00000112893",4969.97864352219,1.16532397139474,0.0471548203527776,24.7127221072342,7.80629363647528e-135,5.86985487828432e-133,"MAN2A1","4124","mannosidase alpha class 2A member 1"
"1858","ENSG00000095303",4934.95564410681,1.44995612065382,0.058775422207129,24.6694292649072,2.27741200673478e-134,1.70378163224656e-132,"PTGS1","5742","prostaglandin-endoperoxide synthase 1"
"307","ENSG00000013810",552.986640142839,-2.54495894956265,0.103319860091497,-24.6318466489298,5.76033024218292e-134,4.28766399541878e-132,"TACC3","10460","transforming acidic coiled-coil containing protein 3"
"10268","ENSG00000166086",1065.59139838825,-1.65755720344774,0.0674223905740277,-24.5846697118786,1.84275696281016e-133,1.36475136270835e-131,"JAM3","83700","junctional adhesion molecule 3"
"9595","ENSG00000163110",1686.05792564461,-1.59121459286833,0.0647776273810738,-24.564261724307,3.04531979234181e-133,2.24409615497668e-131,"PDLIM5","10611","PDZ and LIM domain 5"
"8209","ENSG00000150471",361.934827073375,4.01054310964166,0.163786564865168,24.4863985818569,2.06226406106716e-132,1.51212177771183e-130,"ADGRL3","23284","adhesion G protein-coupled receptor L3"
"5217","ENSG00000126787",369.945435388785,-3.10771858196601,0.127266680618882,-24.4189489884827,1.07604412931586e-131,7.85086058309757e-130,"DLGAP5","9787","DLG associated protein 5"
"11803","ENSG00000174780",2113.12662726014,-1.48883912807099,0.0610140106354482,-24.4015942004966,1.6448269110971e-131,1.19416054264774e-129,"SRP72","6731","signal recognition particle 72"
"702","ENSG00000057608",3760.72007296674,-1.11098041988072,0.0455393831175929,-24.3960357787878,1.88415815039567e-131,1.36121190296722e-129,"GDI2","2665","GDP dissociation inhibitor 2"
"12539","ENSG00000180801",1754.25149799141,-1.79259333192012,0.0735280592058837,-24.3797177741457,2.80698084936805e-131,2.01801384185299e-129,"ARSJ","79642","arylsulfatase family member J"
"5534","ENSG00000130176",930.891057346889,-1.89412540596341,0.077715267358609,-24.3726293473735,3.33738651044519e-131,2.38768943645346e-129,"CNN1","1264","calponin 1"
"1034","ENSG00000070669",959.561594045913,-2.1388580617598,0.087871494686789,-24.3407497435157,7.2643158475205e-131,5.17205251018151e-129,"ASNS","440","asparagine synthetase (glutamine-hydrolyzing)"
"1536","ENSG00000085832",605.654170098824,-2.0867969772173,0.0858107006219399,-24.3186101744024,1.24600769057772e-130,8.82868333833383e-129,"EPS15","2060","epidermal growth factor receptor pathway substrate 15"
"12788","ENSG00000182871",6966.04805606542,1.04719561627751,0.0431513606011128,24.2679628565525,4.2734104927423e-130,3.0134700402888e-128,"COL18A1","80781","collagen type XVIII alpha 1 chain"
"12966","ENSG00000183955",461.365005299309,-2.45277601863988,0.101351264240865,-24.2007441842142,2.18494907928001e-129,1.53341807287756e-127,"KMT5A","387893","lysine methyltransferase 5A"
"6693","ENSG00000137872",1248.4907971535,1.80789895932619,0.0747810993713965,24.1758809983169,3.99089474607232e-129,2.78757378045563e-127,"SEMA6D","80031","semaphorin 6D"
"4603","ENSG00000120802",815.817509505704,-1.92923573293469,0.0798965345287531,-24.1466760018283,8.09179149953004e-129,5.62532184528649e-127,"TMPO","7112","thymopoietin"
"12047","ENSG00000176619",2255.35802338392,-1.25066284647467,0.0518521047389724,-24.1198086899384,1.54924839806454e-128,1.07196351599414e-126,"LMNB2","84823","lamin B2"
"7390","ENSG00000143248",679.495343922114,2.03805120067571,0.084508026003624,24.1166584649405,1.67176163517202e-128,1.15132817659651e-126,"RGS5","8490","regulator of G protein signaling 5"
"6860","ENSG00000138778",450.871623803202,-2.60090358368587,0.107886183106638,-24.1078468881884,2.06826294980619e-128,1.41777020252296e-126,"CENPE","1062","centromere protein E"
"6390","ENSG00000136108",749.956363794828,-2.02783183744229,0.0841211179846007,-24.1060970898355,2.15752941399623e-128,1.47211428256836e-126,"CKAP2","26586","cytoskeleton associated protein 2"
"5866","ENSG00000132510",1120.05262837464,2.03191724765717,0.0843251897404016,24.0962072414246,2.73937410470208e-128,1.86050209931333e-126,"KDM6B","23135","lysine demethylase 6B"
"14813","ENSG00000206538",1272.58071138268,-1.63652025659166,0.067923877062538,-24.0934458892107,2.9281709534379e-128,1.97960474824623e-126,"VGLL3","389136","vestigial like family member 3"
"6748","ENSG00000138160",450.256121980529,-2.57259579571849,0.106782845563827,-24.0918452971997,3.04349548089783e-128,2.04817517796677e-126,"KIF11","3832","kinesin family member 11"
"12827","ENSG00000183087",7251.69353875924,-1.2849364530134,0.0533739685849146,-24.0742160847408,4.65667215932097e-128,3.11954701291239e-126,"GAS6","2621","growth arrest specific 6"
"6837","ENSG00000138685",3034.69182901513,1.52420420879554,0.0634942650784573,24.0053839021861,2.44313318997748e-127,1.62927135537955e-125,"FGF2","2247","fibroblast growth factor 2"
"13992","ENSG00000196954",1646.04498038007,1.47071757768884,0.0612758541366746,24.0015842848707,2.67685637935417e-127,1.77709501436585e-125,"CASP4","837","caspase 4"
"2527","ENSG00000103241",3621.65221195857,1.20921997390529,0.0505707419038461,23.911454101355,2.32800746904474e-126,1.5385728286449e-124,"FOXF1","2294","forkhead box F1"
"11045","ENSG00000170017",5496.29709942867,-1.21291838805345,0.0507353267391967,-23.9067818423329,2.60365719473283e-126,1.71306695249877e-124,"ALCAM","214","activated leukocyte cell adhesion molecule"
"8435","ENSG00000152578",320.281587756857,4.79254759634828,0.200589345256416,23.8923338137521,3.67966235779311e-126,2.41026061462911e-124,"GRIA4","2893","glutamate ionotropic receptor AMPA type subunit 4"
"1266","ENSG00000077238",1496.22837370371,1.84493643111729,0.0773561322366631,23.8499053374708,1.01493274487691e-125,6.61861893539644e-124,"IL4R","3566","interleukin 4 receptor"
"5545","ENSG00000130227",1119.09057857363,-1.53811627952378,0.0645646598443168,-23.8228821035006,1.93496363715257e-125,1.25627727243853e-123,"XPO7","23039","exportin 7"
"5006","ENSG00000124795",1373.42152304554,-1.49727045988501,0.0628971093232686,-23.8050758770101,2.95905732191976e-125,1.9127450355462e-123,"DEK","7913","DEK proto-oncogene"
"6669","ENSG00000137807",569.129258708053,-2.41742148080744,0.101650558311384,-23.7816842422271,5.16764191074733e-125,3.3257950428207e-123,"KIF23","9493","kinesin family member 23"
"6008","ENSG00000133657",7582.2834927043,1.1191699601151,0.0470619449342595,23.7807842765202,5.27963243403155e-125,3.38309664403291e-123,"ATP13A3","79572","ATPase 13A3"
"2914","ENSG00000105894",2459.30427166169,1.24018258396431,0.0523204597134581,23.7035872917857,3.31128581498906e-124,2.11262901910428e-122,"PTN","5764","pleiotrophin"
"9835","ENSG00000164050",1279.7844491408,1.61109105909421,0.0680399171084908,23.6786158414228,5.98938098355945e-124,3.80480590240082e-122,"PLXNB1","5364","plexin B1"
"10979","ENSG00000169679",337.231679499979,-3.03236821343323,0.128306142161086,-23.6338507444651,1.73024352353384e-123,1.09443472316917e-121,"BUB1","699","BUB1 mitotic checkpoint serine/threonine kinase"
"404","ENSG00000026025",27065.0508484239,-0.912827155229008,0.038634564800773,-23.6272146440936,2.02456847863037e-123,1.27513206145532e-121,"VIM","7431","vimentin"
"718","ENSG00000058668",11001.8331862377,-1.21109966485233,0.0512947020221179,-23.6106189744531,2.99824904873978e-123,1.88034870129051e-121,"ATP2B4","493","ATPase plasma membrane Ca2+ transporting 4"
"15397","ENSG00000244405",708.442649750106,-1.9472699787068,0.0824915531531281,-23.6056893618199,3.36899873846024e-123,2.10391116133166e-121,"ETV5","2119","ETS variant 5"
"6707","ENSG00000137962",747.210466132633,-2.18043253928494,0.0923899176710865,-23.6003299304521,3.82416658739243e-123,2.37808300274218e-121,"ARHGAP29","9411","Rho GTPase activating protein 29"
"15230","ENSG00000235162",2094.46407356622,-1.58967533124231,0.0673979767652244,-23.5863954311242,5.31583850898152e-123,3.29179949350293e-121,"C12orf75","387882","chromosome 12 open reading frame 75"
"12501","ENSG00000180398",6314.02540084802,-0.968905072911999,0.0411329191809973,-23.555465845945,1.10346175312247e-122,6.80452691109579e-121,"MCFD2","90411","multiple coagulation factor deficiency 2"
"13608","ENSG00000188229",4439.01233276079,-1.17289193018338,0.0497935161206686,-23.5551136284695,1.11267137770643e-122,6.8327294852656e-121,"TUBB4B","10383","tubulin beta 4B class IVb"
"5171","ENSG00000126247",4295.38198573447,-1.12665802001638,0.047921695200514,-23.5103957675583,3.19309817488029e-122,1.95269215358447e-120,"CAPNS1","826","calpain small subunit 1"
"12128","ENSG00000177283",725.828163002343,1.92278426747886,0.0818341350411869,23.4961152398217,4.4693186511979e-122,2.7218519950973e-120,"FZD8","8325","frizzled class receptor 8"
"3005","ENSG00000106546",1554.54278579126,1.74256160809295,0.0741982441909041,23.4852135262059,5.77643601324276e-122,3.50342032770254e-120,"AHR","196","aryl hydrocarbon receptor"
"6754","ENSG00000138180",359.368768496895,-3.18369269399599,0.135565738264643,-23.4844934623598,5.87512907687289e-122,3.54867427602265e-120,"CEP55","55165","centrosomal protein 55"
"8063","ENSG00000148700",4285.82315131084,0.987803436205794,0.0420932441058288,23.4670303320482,8.85896130290022e-122,5.32911721151606e-120,"ADD3","120","adducin 3"
"1235","ENSG00000076382",405.631109926366,-2.73533208683856,0.116590496909277,-23.4610209180857,1.02030812325299e-121,6.11272403272464e-120,"SPAG5","10615","sperm associated antigen 5"
